om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
619233,2020,06,28,2020-06-28,20:00:00,3,ND,38,0,-9,0,0,0,0,48.9300,-100.4500,48.9356,-100.4488,0.3900,50,1,1,1,9,0,0,0,0
619234,2020,06,28,2020-06-28,20:05:00,3,ND,38,0,1,0,0,150000,0,48.9261,-100.4515,48.9402,-100.4465,1.0000,100,1,1,1,9,0,0,0,0
619235,2020,07,01,2020-07-01,11:50:00,3,AR,05,0,0,0,0,0,0,36.2022,-90.3137,36.2022,-90.3129,0.0500,25,1,1,1,55,0,0,0,0
619236,2020,07,01,2020-07-01,18:33:00,3,KS,20,0,1,0,0,200000,0,37.3238,-100.9475,37.3003,-100.8386,6.2000,100,1,1,1,175,0,0,0,0
619237,2020,07,02,2020-07-02,12:46:00,3,CO,08,0,0,0,0,0,0,39.9100,-103.2500,39.9100,-103.2500,0.0100,50,1,1,1,121,0,0,0,0
619238,2020,07,02,2020-07-02,13:29:00,3,CO,08,0,0,0,0,0,0,39.6800,-103.3400,39.6800,-103.3400,0.0100,50,1,1,1,121,0,0,0,0
619239,2020,07,02,2020-07-02,13:46:00,3,CO,08,0,0,0,0,0,0,39.7900,-103.1100,39.7900,-103.1100,0.0100,50,1,1,1,121,0,0,0,0
619240,2020,07,02,2020-07-02,14:19:00,3,CO,08,0,0,0,0,0,0,39.6200,-103.0100,39.6200,-103.0100,0.0100,50,1,1,1,121,0,0,0,0
619241,2020,07,02,2020-07-02,14:24:00,3,CO,08,0,0,0,0,0,0,40.2200,-103.4100,40.2200,-103.4100,0.0100,50,1,1,1,121,0,0,0,0
619242,2020,07,02,2020-07-02,14:40:00,3,CO,08,0,-9,0,0,0,0,39.5486,-102.7615,39.5548,-102.7571,0.4900,30,1,1,1,63,0,0,0,0
619243,2020,07,02,2020-07-02,16:30:00,3,CO,08,0,-9,0,0,0,0,39.2671,-102.6840,39.2739,-102.6914,0.6200,30,1,1,1,63,0,0,0,0
619244,2020,07,02,2020-07-02,17:30:00,3,NE,31,0,2,0,0,0,0,42.4500,-103.2500,42.4500,-103.2500,3.4000,250,1,1,1,45,0,0,0,0
619245,2020,07,04,2020-07-04,16:30:00,3,NM,35,0,0,0,0,0,0,36.5900,-103.8500,36.5894,-103.8498,0.0400,30,1,1,1,59,0,0,0,0
619246,2020,07,04,2020-07-04,17:30:00,3,MN,27,0,0,0,0,0,0,48.4200,-95.8300,48.4200,-95.8300,0.1000,25,1,1,1,89,0,0,0,0
619247,2020,07,04,2020-07-04,18:02:00,3,IL,17,0,-9,0,0,0,0,41.6103,-89.6091,41.6098,-89.6110,0.1000,25,1,1,1,103,0,0,0,0
619248,2020,07,04,2020-07-04,18:35:00,3,SD,46,0,2,0,0,0,0,45.6688,-98.7980,45.6423,-98.7581,2.6600,150,1,1,1,89,0,0,0,0
619249,2020,07,06,2020-07-06,17:26:00,3,WY,56,0,-9,0,0,0,0,44.8720,-104.9080,44.8320,-104.8590,3.6600,50,1,1,1,11,0,0,0,0
619250,2020,07,06,2020-07-06,18:38:00,3,WY,56,0,2,0,0,0,0,44.2940,-104.0960,44.2890,-104.0550,2.0600,770,1,1,1,11,0,0,0,0
619251,2020,07,06,2020-07-06,18:44:00,3,SD,46,0,2,0,0,0,0,44.2890,-104.0550,44.2930,-103.9530,5.0500,770,1,1,1,81,0,0,0,0
619252,2020,07,07,2020-07-07,14:51:00,3,IN,18,0,0,0,0,0,0,38.4700,-87.2200,38.4708,-87.2112,0.4800,30,1,1,1,125,0,0,0,0
619253,2020,07,07,2020-07-07,15:58:00,3,MT,30,0,0,0,0,0,0,46.9771,-108.3780,46.9779,-108.3753,0.1400,20,1,1,1,69,0,0,0,0
619254,2020,07,07,2020-07-07,16:10:00,3,MT,30,0,0,0,0,0,0,47.1774,-108.5215,47.1789,-108.5189,0.1500,50,1,1,1,69,0,0,0,0
619255,2020,07,07,2020-07-07,22:30:00,3,ND,38,0,1,0,0,10000,0,47.2208,-100.9934,47.2204,-100.9888,0.2200,50,1,1,1,65,0,0,0,0
619256,2020,07,08,2020-07-08,03:20:00,3,MN,27,0,1,0,0,550000,15000,46.3000,-96.3300,46.2872,-96.0700,12.4500,200,1,1,1,167,111,0,0,0
619257,2020,07,08,2020-07-08,03:38:00,3,MN,27,0,1,0,0,750000,50000,46.4100,-95.9600,46.4835,-95.5822,18.6900,250,1,1,1,111,0,0,0,0
619258,2020,07,08,2020-07-08,04:10:00,3,MN,27,0,2,0,0,200000,10000,46.2900,-95.4900,46.3066,-95.4220,2.0000,300,1,1,1,111,0,0,0,0
619259,2020,07,08,2020-07-08,15:04:00,3,IL,17,0,-9,0,0,0,0,41.8236,-89.6574,41.8253,-89.6519,0.3100,10,1,1,1,195,0,0,0,0
619260,2020,07,08,2020-07-08,16:08:00,3,MN,27,0,4,2,1,1600000,255000,46.0900,-95.9400,46.1700,-95.7955,8.8600,650,1,1,1,51,111,0,0,0
619261,2020,07,08,2020-07-08,17:32:00,3,MN,27,0,0,0,0,0,0,46.2400,-95.5200,46.2400,-95.5200,0.2000,20,1,1,1,111,0,0,0,0
619262,2020,07,08,2020-07-08,17:49:00,3,CO,08,0,0,0,0,0,0,40.8900,-102.0700,40.8900,-102.0700,0.0100,50,1,1,1,115,0,0,0,0
619263,2020,07,08,2020-07-08,17:50:00,3,NE,31,0,-9,0,0,0,0,40.8500,-101.8157,40.8500,-101.8138,0.1000,10,1,1,1,135,0,0,0,0
619264,2020,07,08,2020-07-08,17:55:00,3,NE,31,0,-9,0,0,0,0,40.8279,-102.0300,40.8279,-102.0300,0.1000,10,1,1,1,135,0,0,0,0
619265,2020,07,08,2020-07-08,17:59:00,3,CO,08,0,0,0,0,0,0,40.8218,-102.1507,40.8218,-102.1507,0.0100,50,1,1,1,115,0,0,0,0
619266,2020,07,08,2020-07-08,18:01:00,3,NE,31,0,-9,0,0,0,0,40.8500,-101.7583,40.8500,-101.7583,0.1000,10,1,1,1,135,0,0,0,0
619267,2020,07,08,2020-07-08,18:04:00,3,CO,08,0,0,0,0,0,0,40.8513,-102.1320,40.8513,-102.1320,0.0100,50,1,1,1,95,0,0,0,0
619268,2020,07,08,2020-07-08,18:04:00,3,CO,08,0,0,0,0,0,0,40.8655,-102.2277,40.8655,-102.2277,0.0100,50,1,1,1,115,0,0,0,0
619269,2020,07,08,2020-07-08,18:10:00,3,CO,08,0,0,0,0,0,0,40.8300,-102.1400,40.8300,-102.1400,0.0100,50,1,1,1,115,0,0,0,0
619270,2020,07,08,2020-07-08,18:15:00,3,MN,27,0,0,0,0,10000,0,46.2639,-93.9951,46.3330,-93.8769,7.3900,50,1,1,1,35,0,0,0,0
619271,2020,07,08,2020-07-08,18:19:00,3,CO,08,0,0,0,0,0,0,40.8515,-102.1320,40.8515,-102.1320,0.0100,50,1,1,1,115,0,0,0,0
619272,2020,07,08,2020-07-08,18:55:00,3,NE,31,0,-9,0,0,0,0,42.0524,-100.5800,42.0524,-100.5800,0.1000,10,1,1,1,171,0,0,0,0
619273,2020,07,08,2020-07-08,22:29:00,3,NE,31,0,0,0,0,200000,0,41.3300,-97.7000,41.3400,-97.6200,4.2100,130,1,1,1,121,0,0,0,0
619274,2020,07,10,2020-07-10,15:35:00,3,SD,46,0,1,0,0,0,0,44.3790,-104.0300,44.3250,-103.7400,14.8100,250,1,1,1,81,0,0,0,0
619275,2020,07,10,2020-07-10,18:42:00,3,SD,46,0,0,0,0,0,0,43.2230,-102.0600,43.1180,-101.8820,11.5400,500,1,1,1,7,0,0,0,0
619276,2020,07,11,2020-07-11,12:06:00,3,MN,27,0,1,0,0,20000,1000,46.7400,-96.1700,46.7023,-96.1675,1.5000,30,1,1,1,5,0,0,0,0
619277,2020,07,11,2020-07-11,13:31:00,3,ME,23,0,0,0,0,4000,0,43.8952,-70.7593,43.9474,-70.6933,4.8600,100,1,1,1,17,5,0,0,0
619278,2020,07,11,2020-07-11,14:09:00,3,MN,27,0,0,0,0,25000,0,44.2047,-94.1376,44.1786,-94.1048,2.4300,125,1,1,1,103,0,0,0,0
619279,2020,07,11,2020-07-11,18:59:00,3,TX,48,0,0,0,0,0,0,35.1591,-101.8930,35.1579,-101.8910,0.1400,45,1,1,1,381,0,0,0,0
619280,2020,07,11,2020-07-11,23:04:00,3,OK,40,0,0,0,0,20000,0,35.2660,-97.3690,35.2660,-97.3690,0.2000,10,1,1,1,27,0,0,0,0
619281,2020,07,12,2020-07-12,17:50:00,3,CO,08,0,-9,0,0,0,0,38.8475,-102.4370,38.8388,-102.4110,1.5200,75,1,1,1,17,0,0,0,0
619282,2020,07,14,2020-07-14,14:24:00,3,MS,28,0,0,0,0,8000,0,30.3477,-89.4075,30.3477,-89.4075,1.0000,25,1,1,1,45,0,0,0,0
619283,2020,07,14,2020-07-14,16:45:00,3,FL,12,0,0,0,0,0,0,26.7100,-80.1500,26.7100,-80.1500,0.2500,25,1,1,1,99,0,0,0,0
619284,2020,07,14,2020-07-14,19:00:00,3,CO,08,0,-9,0,0,0,0,38.0300,-103.2600,38.0522,-103.2278,2.3300,50,1,1,1,11,0,0,0,0
619285,2020,07,14,2020-07-14,19:02:00,3,TX,48,0,-9,0,0,0,0,36.2980,-101.5286,36.2945,-101.5050,1.3400,50,1,1,1,195,0,0,0,0
619286,2020,07,15,2020-07-15,12:37:00,3,IL,17,0,-9,0,0,0,0,40.4312,-89.6766,40.4328,-89.6755,0.1200,10,1,1,1,179,0,0,0,0
619287,2020,07,15,2020-07-15,12:45:00,3,IL,17,0,-9,0,0,0,0,40.5094,-89.6500,40.5112,-89.6492,0.1300,10,1,1,1,179,0,0,0,0
619288,2020,07,15,2020-07-15,15:04:00,3,IL,17,0,-9,0,0,0,0,40.7306,-88.8566,40.7335,-88.8554,0.2100,10,1,1,1,113,0,0,0,0
619289,2020,07,15,2020-07-15,15:28:00,3,IL,17,0,0,0,0,20000,70000,39.6426,-89.9681,39.6992,-89.9428,4.1400,50,1,1,1,137,167,0,0,0
619290,2020,07,15,2020-07-15,15:47:00,3,IL,17,0,-9,0,0,0,0,39.4062,-89.9277,39.4077,-89.9258,0.1500,15,1,1,1,117,0,0,0,0
619291,2020,07,15,2020-07-15,15:58:00,3,IL,17,0,0,0,0,0,0,39.0338,-89.6904,39.0767,-89.6673,3.2100,75,1,1,1,135,0,0,0,0
619292,2020,07,15,2020-07-15,16:05:00,3,IL,17,0,0,0,0,0,0,39.0907,-89.5977,39.0987,-89.5953,0.5700,50,1,1,1,135,0,0,0,0
619293,2020,07,15,2020-07-15,16:18:00,3,IL,17,0,0,0,0,0,5000,39.4725,-89.6871,39.5290,-89.6676,4.5300,300,1,1,1,135,167,0,0,0
619294,2020,07,15,2020-07-15,18:03:00,3,NM,35,0,0,0,0,0,0,34.5113,-106.7164,34.5160,-106.7143,0.3500,30,1,1,1,53,0,0,0,0
619295,2020,07,15,2020-07-15,22:40:00,3,IN,18,0,1,0,0,95000,10000,38.0116,-87.7395,38.0401,-87.6700,4.3300,80,1,1,1,129,163,0,0,0
619296,2020,07,16,2020-07-16,14:15:00,3,NY,36,0,0,0,0,5000,0,42.5700,-79.0500,42.5846,-79.0219,1.7500,50,1,1,1,29,0,0,0,0
619297,2020,07,16,2020-07-16,14:50:00,3,NY,36,0,1,0,0,150000,0,42.3259,-79.4684,42.3365,-79.4432,1.5000,35,1,1,1,13,0,0,0,0
619298,2020,07,16,2020-07-16,16:05:00,3,FL,12,0,0,0,0,0,8000,27.4500,-82.6900,27.4494,-82.6925,0.1600,75,1,1,1,81,0,0,0,0
619299,2020,07,17,2020-07-17,13:59:00,3,ND,38,0,0,0,0,0,0,48.2900,-99.2500,48.2900,-99.2500,0.1000,30,1,1,1,5,0,0,0,0
619300,2020,07,17,2020-07-17,14:47:00,3,ND,38,0,1,0,0,20000,2000,48.2700,-99.2600,48.2700,-99.2600,0.2500,40,1,1,1,5,0,0,0,0
619301,2020,07,17,2020-07-17,15:54:00,3,MN,27,0,1,0,0,350000,5000,48.3500,-96.8600,48.3300,-96.7982,3.1600,150,1,1,1,89,0,0,0,0
619302,2020,07,17,2020-07-17,23:59:00,3,MN,27,0,1,0,0,0,0,45.7097,-93.3828,45.7083,-93.3214,2.9600,150,1,1,1,59,0,0,0,0
619303,2020,07,18,2020-07-18,00:17:00,3,MN,27,0,0,0,0,0,0,45.6716,-93.1011,45.6627,-93.0783,1.2600,75,1,1,1,25,0,0,0,0
619304,2020,07,18,2020-07-18,00:48:00,3,WI,55,0,1,0,0,0,0,46.6036,-91.6702,46.6062,-91.6623,0.4200,50,1,1,1,31,0,0,0,0
619305,2020,07,18,2020-07-18,01:51:00,3,WI,55,0,1,0,0,0,0,46.4429,-90.9128,46.4499,-90.9054,0.6000,50,1,1,1,3,0,0,0,0
619306,2020,07,18,2020-07-18,20:42:00,3,MN,27,0,0,0,0,0,0,44.8809,-92.9104,44.9021,-92.8605,2.8500,180,1,1,1,163,0,0,0,0
619307,2020,07,18,2020-07-18,20:54:00,3,MN,27,0,1,0,0,100000,0,44.8167,-92.8458,44.8338,-92.6562,9.4600,400,2,0,1,0,0,0,0,0
619307,2020,07,18,2020-07-18,20:54:00,3,MN,27,0,1,0,0,100000,0,44.8167,-92.8458,44.8134,-92.7801,3.2300,400,2,1,2,163,0,0,0,0
619307,2020,07,18,2020-07-18,21:00:00,3,WI,55,0,0,0,0,0,0,44.8134,-92.7801,44.8338,-92.6562,6.2300,400,2,1,2,93,0,0,0,0
619308,2020,07,18,2020-07-18,23:50:00,3,WI,55,0,1,0,0,120000,3000,44.5500,-91.2933,44.5373,-91.2219,3.6200,200,1,1,1,121,0,0,0,0
619309,2020,07,19,2020-07-19,18:29:00,3,CO,08,0,0,0,0,0,0,40.6900,-102.4300,40.6900,-102.4300,0.0100,50,1,1,1,95,0,0,0,0
619310,2020,07,20,2020-07-20,14:01:00,3,IL,17,0,0,0,0,15000,0,37.1898,-88.6992,37.1905,-88.6946,0.2600,30,1,1,1,127,0,0,0,0
619311,2020,07,20,2020-07-20,14:10:00,3,ND,38,0,-9,0,0,0,0,47.7100,-101.9000,47.7125,-101.8967,0.2300,25,1,1,1,55,0,0,0,0
619312,2020,07,21,2020-07-21,15:05:00,3,IL,17,0,1,0,0,300000,50000,39.5972,-89.8130,39.6117,-89.7332,4.3600,100,1,1,1,167,0,0,0,0
619313,2020,07,21,2020-07-21,15:18:00,3,IL,17,0,-9,0,0,0,0,39.5135,-89.5666,39.5151,-89.5634,0.2000,10,1,1,1,135,0,0,0,0
619314,2020,07,21,2020-07-21,16:22:00,3,WI,55,0,0,0,0,0,0,45.3425,-92.2240,45.3425,-92.2200,0.1900,25,1,1,1,95,0,0,0,0
619315,2020,07,21,2020-07-21,16:50:00,3,WI,55,0,0,0,0,0,0,45.3397,-92.0920,45.3413,-92.0603,1.5400,20,1,1,1,5,0,0,0,0
619316,2020,07,21,2020-07-21,17:40:00,3,WI,55,0,0,0,0,0,0,45.1047,-91.8261,45.1046,-91.8243,0.0900,25,1,1,1,33,0,0,0,0
619317,2020,07,21,2020-07-21,19:12:00,3,WI,55,0,0,0,0,0,0,44.9041,-91.5972,44.9095,-91.5272,3.4500,25,1,1,1,17,0,0,0,0
619318,2020,07,21,2020-07-21,19:44:00,3,WI,55,0,0,0,0,0,0,44.9425,-91.1853,44.9512,-91.1272,2.9000,150,1,1,1,17,0,0,0,0
619319,2020,07,22,2020-07-22,13:42:00,3,TX,48,0,-9,0,0,0,0,33.5500,-101.2000,33.5500,-101.2000,0.0100,10,1,1,1,107,0,0,0,0
619320,2020,07,23,2020-07-23,14:57:00,3,SD,46,0,0,0,0,0,0,44.9700,-103.5732,44.9700,-103.5732,0.0500,10,1,1,1,19,0,0,0,0
619321,2020,07,24,2020-07-24,11:55:00,3,AZ,04,0,0,0,0,0,0,35.2220,-113.8609,35.2360,-113.8579,0.9800,50,1,1,1,15,0,0,0,0
619322,2020,07,24,2020-07-24,17:00:00,3,AZ,04,0,0,0,0,0,0,33.6300,-111.5600,33.6262,-111.5643,0.3600,50,1,1,1,13,0,0,0,0
619323,2020,07,25,2020-07-25,01:26:00,3,MN,27,0,0,0,0,0,5000,46.7700,-96.2500,46.7700,-96.2500,0.4000,40,1,1,1,27,0,0,0,0
619324,2020,07,25,2020-07-25,11:48:00,3,TX,48,0,-9,0,0,0,0,28.1600,-97.3500,28.1600,-97.3500,0.1000,25,1,1,1,391,0,0,0,0
619325,2020,07,25,2020-07-25,17:31:00,3,MN,27,0,1,0,0,0,0,44.5851,-94.2473,44.6115,-94.2376,1.8900,50,1,1,1,143,0,0,0,0
619326,2020,07,25,2020-07-25,17:37:00,3,MN,27,0,0,0,0,0,0,44.6018,-94.2095,44.6043,-94.2083,0.1800,15,1,1,1,143,0,0,0,0
619327,2020,07,25,2020-07-25,21:11:00,3,TX,48,0,0,0,0,10000,0,28.1100,-97.9140,28.1150,-97.9550,2.5200,100,1,1,1,297,0,0,0,0
619328,2020,07,25,2020-07-25,21:30:00,3,TX,48,0,0,0,0,5000,0,28.0570,-97.8950,28.0620,-97.9030,0.6000,100,1,1,1,297,0,0,0,0
619329,2020,07,26,2020-07-26,02:32:00,3,TX,48,0,0,0,0,250000,0,25.8729,-97.4287,25.9222,-97.4355,3.4300,50,1,1,1,61,0,0,0,0
619330,2020,07,26,2020-07-26,04:10:00,3,TX,48,0,0,0,0,50000,0,29.2917,-98.0723,29.3193,-98.1164,3.2700,20,1,1,1,493,0,0,0,0
619331,2020,07,26,2020-07-26,17:53:00,3,AL,01,0,-9,0,0,0,0,34.6222,-86.9535,34.6214,-86.9484,0.2300,25,1,1,1,83,0,0,0,0
619332,2020,07,29,2020-07-29,12:45:00,3,MO,29,0,0,0,0,0,0,39.3700,-94.5819,39.3738,-94.5829,0.2700,20,1,1,1,47,0,0,0,0
619333,2020,07,29,2020-07-29,16:53:00,3,NY,36,0,0,0,0,10000,1000,43.0000,-77.8200,43.0019,-77.7440,4.2000,100,1,1,1,55,0,0,0,0
619334,2020,08,01,2020-08-01,15:42:00,3,TX,48,0,0,0,0,0,0,27.6700,-97.6300,27.6700,-97.6300,0.0100,20,1,1,1,355,0,0,0,0
619335,2020,08,01,2020-08-01,16:25:00,3,VA,51,0,0,0,0,3500,0,37.4740,-79.9670,37.4880,-79.9570,1.2000,75,1,1,1,23,0,0,0,0
619336,2020,08,02,2020-08-02,15:36:00,3,CT,09,0,0,0,0,0,0,41.8700,-73.5000,41.8720,-73.4960,0.2500,30,1,1,1,5,0,0,0,0
619337,2020,08,02,2020-08-02,16:05:00,3,CT,09,0,1,0,0,0,0,41.9300,-73.3700,41.9400,-73.3400,1.7000,100,1,1,1,5,0,0,0,0
619338,2020,08,02,2020-08-02,16:36:00,3,CT,09,0,0,0,0,0,0,42.0202,-73.2007,42.0251,-73.1958,0.5000,100,1,1,1,5,0,0,0,0
619339,2020,08,02,2020-08-02,16:58:00,3,MA,25,0,0,0,0,54000,0,42.0911,-73.0769,42.1648,-72.9471,8.3900,100,1,1,1,3,13,0,0,0
619340,2020,08,03,2020-08-03,17:55:00,3,NC,37,0,2,0,0,1000000,0,33.8465,-77.9592,33.9425,-78.0509,8.3000,80,1,1,1,19,0,0,0,0
619341,2020,08,03,2020-08-03,18:15:00,3,NC,37,0,1,0,0,2000,0,34.1162,-78.3191,34.1185,-78.3230,0.2700,25,1,1,1,19,0,0,0,0
619342,2020,08,03,2020-08-03,18:15:00,3,NC,37,0,0,0,0,1000,0,34.0403,-78.1409,34.0568,-78.1606,1.6000,20,1,1,1,19,0,0,0,0
619343,2020,08,03,2020-08-03,18:20:00,3,SC,45,0,0,1,0,100000,0,33.5680,-79.0046,33.5686,-79.0080,0.2000,30,1,1,1,43,0,0,0,0
619344,2020,08,03,2020-08-03,18:43:00,3,NC,37,0,1,0,0,5000,0,34.2268,-78.0124,34.2580,-78.0374,2.5900,30,1,1,1,19,0,0,0,0
619345,2020,08,03,2020-08-03,19:59:00,3,NC,37,0,1,0,0,200000,0,34.2064,-77.9810,34.2190,-78.0020,1.4800,40,1,1,1,19,0,0,0,0
619346,2020,08,03,2020-08-03,21:23:00,3,NC,37,0,1,0,0,0,0,35.0238,-76.8986,35.0553,-76.9134,2.3300,40,1,1,1,137,0,0,0,0
619347,2020,08,03,2020-08-03,22:02:00,3,NC,37,0,1,0,0,0,0,35.7786,-76.9073,35.7803,-76.9094,0.1700,40,1,1,1,117,0,0,0,0
619348,2020,08,03,2020-08-03,22:18:00,3,NC,37,0,1,0,0,0,0,35.4610,-76.8952,35.4631,-76.8974,0.1900,70,1,1,1,13,0,0,0,0
619349,2020,08,03,2020-08-03,22:48:00,3,NC,37,0,1,0,0,0,0,35.6441,-76.8008,35.6452,-76.8013,0.0800,50,1,1,1,13,0,0,0,0
619350,2020,08,03,2020-08-03,22:50:00,3,NC,37,0,1,0,0,0,0,35.4262,-76.7291,35.4363,-76.7311,0.7100,180,1,1,1,13,0,0,0,0
619351,2020,08,03,2020-08-03,23:15:00,3,NC,37,0,3,14,2,1000000,0,35.8870,-76.8900,36.0140,-76.9770,10.0000,600,1,1,1,15,0,0,0,0
619352,2020,08,04,2020-08-04,00:11:00,3,NC,37,0,0,0,0,20000,0,36.3510,-77.0930,36.4060,-77.1570,5.0000,100,1,1,1,91,0,0,0,0
619353,2020,08,04,2020-08-04,00:37:00,3,NC,37,0,0,0,0,20000,0,36.5240,-76.9580,36.5440,-76.9820,3.0000,50,1,1,1,91,0,0,0,0
619354,2020,08,04,2020-08-04,00:49:00,3,VA,51,0,2,0,0,8000000,0,36.6450,-76.9900,36.8580,-77.0990,15.9000,200,1,1,1,175,0,0,0,0
619355,2020,08,04,2020-08-04,00:54:00,3,VA,51,0,1,0,0,4000000,0,36.5510,-76.4980,36.8300,-76.6330,21.0000,150,1,1,1,800,0,0,0,0
619356,2020,08,04,2020-08-04,01:08:00,3,VA,51,0,0,0,0,10000,0,36.6570,-76.5620,36.7980,-76.6790,11.7000,100,1,1,1,800,0,0,0,0
619357,2020,08,04,2020-08-04,02:13:00,3,VA,51,0,1,0,0,100000,0,37.2400,-76.8600,37.2500,-76.8700,0.8000,200,1,1,1,95,0,0,0,0
619358,2020,08,04,2020-08-04,02:53:00,3,VA,51,0,1,0,0,100000,0,37.3264,-76.5862,37.3884,-76.6208,4.7000,250,1,1,1,73,0,0,0,0
619359,2020,08,04,2020-08-04,03:40:00,3,VA,51,0,2,5,0,3005000,0,37.6274,-76.3358,37.8399,-76.4279,15.6100,500,1,1,1,103,133,0,0,0
619360,2020,08,04,2020-08-04,03:55:00,3,MD,24,0,2,0,0,230000,0,38.4474,-75.7575,38.4636,-75.7671,1.3000,150,1,1,1,45,0,0,0,0
619361,2020,08,04,2020-08-04,04:06:00,3,VA,51,0,1,0,0,626000,0,37.8137,-76.2771,37.8441,-76.2874,2.2000,100,1,1,1,133,0,0,0,0
619362,2020,08,04,2020-08-04,04:27:00,3,MD,24,0,0,0,0,0,0,38.0930,-76.3650,38.1140,-76.3690,1.4700,75,1,1,1,37,0,0,0,0
619363,2020,08,04,2020-08-04,04:32:00,3,MD,24,0,0,0,0,0,0,38.1740,-76.5280,38.2450,-76.5620,5.2400,100,1,1,1,37,0,0,0,0
619364,2020,08,04,2020-08-04,04:52:00,3,MD,24,0,0,0,0,250000,0,38.3336,-76.4782,38.3435,-76.4700,0.8200,175,1,1,1,9,0,0,0,0
619365,2020,08,04,2020-08-04,05:14:00,3,MD,24,0,2,0,0,150000,0,38.0969,-75.3983,38.0436,-75.3813,3.8000,200,1,1,1,47,0,0,0,0
619366,2020,08,04,2020-08-04,05:22:00,3,MD,24,0,0,0,0,50000,0,38.3290,-75.7318,38.3677,-75.7430,2.7000,100,1,1,1,45,0,0,0,0
619367,2020,08,04,2020-08-04,05:33:00,3,MD,24,0,1,0,0,0,0,38.6150,-76.5120,38.6354,-76.5612,3.0100,100,1,1,1,9,0,0,0,0
619368,2020,08,04,2020-08-04,05:35:00,3,MD,24,0,0,0,0,15000,0,38.4067,-75.2465,38.2929,-75.2188,8.0000,75,1,1,1,47,0,0,0,0
619369,2020,08,04,2020-08-04,05:55:00,3,MD,24,0,0,0,0,20000,0,38.4013,-75.1758,38.2627,-75.1579,9.6300,75,1,1,1,47,0,0,0,0
619370,2020,08,04,2020-08-04,06:18:00,3,MD,24,0,0,0,0,0,0,38.9350,-76.1363,38.9350,-76.1500,0.7400,35,1,1,1,35,0,0,0,0
619371,2020,08,04,2020-08-04,06:25:00,3,DE,10,0,1,0,0,0,0,38.8926,-75.4559,38.9206,-75.4579,2.1400,400,1,1,1,5,1,0,0,0
619372,2020,08,04,2020-08-04,06:25:00,3,DE,10,0,1,0,0,0,0,39.0100,-75.6900,39.0400,-75.7300,2.9800,200,1,1,1,1,0,0,0,0
619373,2020,08,04,2020-08-04,06:55:00,3,DE,10,0,2,0,0,0,0,39.1049,-75.5001,39.5800,-75.7600,35.7800,500,1,1,1,1,3,0,0,0
619374,2020,08,04,2020-08-04,07:45:00,3,NJ,34,0,1,0,0,0,0,39.2094,-74.6479,39.2700,-74.6600,4.2400,150,1,1,1,9,0,0,0,0
619375,2020,08,04,2020-08-04,08:44:00,3,PA,42,0,0,0,0,0,0,40.1620,-75.3315,40.2010,-75.3620,3.1400,200,1,1,1,91,0,0,0,0
619376,2020,08,04,2020-08-04,08:50:00,3,PA,42,0,2,18,0,0,0,40.0815,-74.9592,40.3400,-75.1600,20.7700,500,1,1,1,17,101,17,0,0
619377,2020,08,04,2020-08-04,08:50:00,3,NJ,34,0,1,0,0,0,0,39.6329,-74.1972,39.6800,-74.2100,3.3200,100,1,1,1,29,0,0,0,0
619378,2020,08,04,2020-08-04,11:40:00,3,CT,09,0,0,0,0,15000,0,41.0975,-73.3777,41.0975,-73.3777,0.0300,25,1,1,1,1,0,0,0,0
619379,2020,08,04,2020-08-04,17:29:00,3,SD,46,0,0,0,0,0,0,43.4734,-100.0800,43.4734,-100.0800,0.0200,10,1,1,1,123,0,0,0,0
619380,2020,08,04,2020-08-04,17:39:00,3,SD,46,0,0,0,0,0,0,43.3291,-99.9263,43.3291,-99.9263,0.0200,10,1,1,1,123,0,0,0,0
619381,2020,08,04,2020-08-04,18:38:00,3,ND,38,0,-9,0,0,0,0,48.4500,-102.8600,48.3925,-102.8206,4.3600,100,1,1,1,61,0,0,0,0
619382,2020,08,04,2020-08-04,19:56:00,3,CO,08,0,0,0,0,0,0,38.7800,-103.9300,38.7800,-103.9300,0.0100,50,1,1,1,73,0,0,0,0
619383,2020,08,06,2020-08-06,14:02:00,3,VA,51,0,0,0,0,150000,100000,38.2210,-78.8770,38.2090,-78.8320,2.5800,100,1,1,1,15,0,0,0,0
619384,2020,08,06,2020-08-06,14:50:00,3,VA,51,0,0,0,0,50000,0,38.1620,-78.4910,38.1620,-78.4880,0.1600,75,1,1,1,3,0,0,0,0
619385,2020,08,07,2020-08-07,15:40:00,3,DE,10,0,1,0,0,0,0,39.7966,-75.6582,39.7900,-75.5800,4.1700,450,1,1,1,3,0,0,0,0
619386,2020,08,07,2020-08-07,18:30:00,3,MN,27,0,0,0,0,0,0,46.9300,-95.1200,46.9300,-95.1200,0.2000,25,1,1,1,57,0,0,0,0
619387,2020,08,07,2020-08-07,19:05:00,3,MN,27,0,1,0,0,0,0,46.9700,-94.9000,46.9534,-94.7712,6.1800,250,1,1,1,57,0,0,0,0
619388,2020,08,08,2020-08-08,18:30:00,3,NE,31,0,-9,0,0,0,0,41.9100,-103.4000,41.9089,-103.3958,0.2300,50,1,1,1,157,0,0,0,0
